"Type","Level","Offset","Size","Field Type","Field Name","Elt Type","Comment"
"job","0","0x0","0x88","struct-type","job","",""
"job","1","0x0","0x4","int32_t","id","",""
"job","1","0x4","0x4","pointer","list_link","job_list_link",""
"job","1","0x8","0x2","job_type","job_type","",""
"job","1","0xc","0x4","int32_t","unk2","",""
"job","1","0x10","0xc","coord","pos","",""
"job","1","0x1c","0x4","int32_t","completion_timer","","-1 per 10 frames"
"job","1","0x20","0x2","uint16_t","unk4a","",""
"job","1","0x22","0x2","uint16_t","unk4b","",""
"job","1","0x24","0x4","job_flags","flags","",""
"job","1","0x28","0x2","material_type","material","",""
"job","1","0x2a","0x2","int16_t","matgloss","",""
"job","1","0x2c","0x2","int16_t","unk5","",""
"job","1","0x2e","0x2","int16_t","unk6","",""
"job","1","0x30","0x2","int16_t","item_subtype","",""
"job","1","0x34","0x4","job_item_category","item_category","",""
"job","1","0x38","0x4","int32_t","hist_figure_id","",""
"job","1","0x3c","0x4","job_material_category","material_category","",""
"job","1","0x40","0x4","int32_t","unk9","",""
"job","1","0x44","0x4","int32_t","unk10","",""
"job","1","0x48","0x10","stl-vector","items","job_item_ref*",""
"job","1","0x58","0x10","stl-vector","misc_links","job::anon2*",""
"job::anon2","0","0x0","0x8","compound","","",""
"job::anon2","1","0x0","0x4","int32_t","id","",""
"job::anon2","1","0x4","0x4","pointer","ptr","padding",""
"job","1","0x68","0x10","stl-vector","references","general_ref*",""
"job","1","0x78","0x10","stl-vector","job_items","job_item*",""
"job_flags","0","0x0","0x4","bitfield-type","job_flags","",""
"job_flags","1","0x0","0x0.1","flag-bit","repeat","",""
"job_flags","1","0x0.1","0x0.1","flag-bit","suspend","",""
"job_flags","1","0x0.2","0x0.1","flag-bit","working","","not for food, or store in sp"
"job_flags","1","0x0.3","0x0.1","flag-bit","fetching","","Actually going out to bring; corresponds to items->is_fetching"
"job_flags","1","0x0.4","0x0.1","flag-bit","special","","Sleep/Drink/Eat/Clean; cannot be aborted via the ui"
"job_flags","1","0x0.5","0x0.1","flag-bit","bringing","","When actually carrying non-last item to the workshop.                If last, 'working' is used instead.            "
"job_flags","1","0x0.6","0x0.1","flag-bit","","",""
"job_flags","1","0x0.7","0x0.1","flag-bit","","",""
"job_flags","1","0x1","0x0.1","flag-bit","","",""
"job_flags","1","0x1.1","0x0.1","flag-bit","by_manager","",""
"job_flags","1","0x1.2","0x0.1","flag-bit","","",""
"job_flags","1","0x1.3","0x0.1","flag-bit","","",""
"job_flags","1","0x1.4","0x0.1","flag-bit","","",""
"job_flags","1","0x1.5","0x0.1","flag-bit","","",""
"job_item","0","0x0","0x20","struct-type","job_item","",""
"job_item","1","0x0","0x2","item_type","item_type","",""
"job_item","1","0x2","0x2","int16_t","item_subtype","",""
"job_item","1","0x4","0x2","material_type","material","",""
"job_item","1","0x6","0x2","int16_t","matgloss","",""
"job_item","1","0x8","0x4","job_item_flags1","flags1","",""
"job_item","1","0xc","0x4","int32_t","quantity","",""
"job_item","1","0x10","0x2","job_item_vector_id","vector_id","",""
"job_item","1","0x14","0x4","job_item_flags2","flags2","",""
"job_item","1","0x18","0x4","int32_t","unk2","",""
"job_item","1","0x1c","0x4","int32_t","unk3","",""
"job_item_category","0","0x0","0x4","bitfield-type","job_item_category","",""
"job_item_category","1","0x0","0x0.1","flag-bit","unk1","",""
"job_item_category","1","0x0.1","0x0.1","flag-bit","unk2","",""
"job_item_category","1","0x0.2","0x0.1","flag-bit","furniture","",""
"job_item_category","1","0x0.3","0x0.1","flag-bit","unk8","",""
"job_item_category","1","0x0.4","0x0.1","flag-bit","unk16","",""
"job_item_category","1","0x0.5","0x0.1","flag-bit","unk32","",""
"job_item_category","1","0x0.6","0x0.1","flag-bit","ammo","",""
"job_item_category","1","0x0.7","0x0.1","flag-bit","unk128","",""
"job_item_category","1","0x1","0x0.1","flag-bit","unk256","",""
"job_item_category","1","0x1.1","0x0.1","flag-bit","unk512","",""
"job_item_category","1","0x1.2","0x0.1","flag-bit","finished_goods","",""
"job_item_filter","0","0x0","0x44","struct-type","job_item_filter","",""
"job_item_filter","1","0x0","0x2","item_type","item_type","",""
"job_item_filter","1","0x2","0x2","int16_t","item_subtype","",""
"job_item_filter","1","0x4","0x2","material_type","material","",""
"job_item_filter","1","0x6","0x2","int16_t","matgloss","",""
"job_item_filter","1","0x8","0x4","job_item_flags1","flags1","",""
"job_item_filter","1","0xc","0x4","pointer","item_vector","job_item_filter::anon2",""
"job_item_filter::anon2","0","0x0","0x10","stl-vector","","item*",""
"job_item_filter","1","0x10","0x4","job_item_flags2","flags2","",""
"job_item_filter","1","0x14","0x1","bool","use_flags2","",""
"job_item_filter","1","0x18","0x4","int32_t","unk2","",""
"job_item_filter","1","0x1c","0x1","bool","use_unk2","",""
"job_item_filter","1","0x20","0x4","int32_t","unk3","",""
"job_item_filter","1","0x24","0x1","bool","use_unk3","",""
"job_item_filter","1","0x28","0xc","coord","pos","",""
"job_item_filter","1","0x34","0x4","pointer","unit","unit",""
"job_item_filter","1","0x38","0x4","pointer","job","job",""
"job_item_filter","1","0x3c","0x4","pointer","building","building",""
"job_item_filter","1","0x40","0x4","int32_t","unk_74","",""
"job_item_flags1","0","0x0","0x4","bitfield-type","job_item_flags1","",""
"job_item_flags1","1","0x0","0x0.1","flag-bit","improvable","","vtable[155]:eax,-1,-1"
"job_item_flags1","1","0x0.1","0x0.1","flag-bit","butcherable","","(call 0074c6d0)"
"job_item_flags1","1","0x0.2","0x0.1","flag-bit","millable","","vtable[79]"
"job_item_flags1","1","0x0.3","0x0.1","flag-bit","buryable","","check for item flag "dead_dwarf""
"job_item_flags1","1","0x0.4","0x0.1","flag-bit","unrotten","","check for item flag "rotten""
"job_item_flags1","1","0x0.5","0x0.1","flag-bit","undisturbed","","check for item flag "spider_web""
"job_item_flags1","1","0x0.6","0x0.1","flag-bit","collected","","check for item flag "spider_web""
"job_item_flags1","1","0x0.7","0x0.1","flag-bit","sharpenable","","vtable[25]"
"job_item_flags1","1","0x1","0x0.1","flag-bit","murdered","","check for item flag"
"job_item_flags1","1","0x1.1","0x0.1","flag-bit","distillable","","vtable[105],1"
"job_item_flags1","1","0x1.2","0x0.1","flag-bit","empty","","(call 00753a40)"
"job_item_flags1","1","0x1.3","0x0.1","flag-bit","processable","","vtable[80]"
"job_item_flags1","1","0x1.4","0x0.1","flag-bit","bag","","vtable[131]"
"job_item_flags1","1","0x1.5","0x0.1","flag-bit","cookable","","(call 00753fe0)"
"job_item_flags1","1","0x1.6","0x0.1","flag-bit","extract_bearing_plant","","vtable[164]"
"job_item_flags1","1","0x1.7","0x0.1","flag-bit","extract_bearing_fish","","vtable[181]"
"job_item_flags1","1","0x2","0x0.1","flag-bit","extract_bearing_vermin","","vtable[182]"
"job_item_flags1","1","0x2.1","0x0.1","flag-bit","processable_to_vial","","vtable[81]"
"job_item_flags1","1","0x2.2","0x0.1","flag-bit","processable_to_bag","","vtable[82]"
"job_item_flags1","1","0x2.3","0x0.1","flag-bit","processable_to_barrel","","vtable[83]"
"job_item_flags1","1","0x2.4","0x0.1","flag-bit","solid","","vtable[74]"
"job_item_flags1","1","0x2.5","0x0.1","flag-bit","tameable_vermin","","vtable[104]"
"job_item_flags1","1","0x2.6","0x0.1","flag-bit","nearby","",""
"job_item_flags1","1","0x2.7","0x0.1","flag-bit","sand_bearing","","vtable[108]"
"job_item_flags1","1","0x3","0x0.1","flag-bit","glass","","check for material flag IS_GLASS"
"job_item_flags1","1","0x3.1","0x0.1","flag-bit","milk","","(call 00753d30 - check if material has CHEESE_MAT?)"
"job_item_flags1","1","0x3.2","0x0.1","flag-bit","milkable","","vtable[107],1,1"
"job_item_flags1","1","0x3.3","0x0.1","flag-bit","finished_goods","",""
"job_item_flags1","1","0x3.4","0x0.1","flag-bit","ammo","",""
"job_item_flags1","1","0x3.5","0x0.1","flag-bit","furniture","",""
"job_item_flags1","1","0x3.6","0x0.1","flag-bit","not_bin","",""
"job_item_flags1","1","0x3.7","0x0.1","flag-bit","lye_bearing","",""
"job_item_flags2","0","0x0","0x4","bitfield-type","job_item_flags2","",""
"job_item_flags2","1","0x0","0x0.1","flag-bit","dye","","vtable[106]"
"job_item_flags2","1","0x0.1","0x0.1","flag-bit","dyeable","","vtable[159]"
"job_item_flags2","1","0x0.2","0x0.1","flag-bit","dyed","","vtable[161]"
"job_item_flags2","1","0x0.3","0x0.1","flag-bit","sewn_imageless","","vtable[162]"
"job_item_flags2","1","0x0.4","0x0.1","flag-bit","glass_making","","vtable[26]"
"job_item_flags2","1","0x0.5","0x0.1","flag-bit","screw","","vtable[46]"
"job_item_flags2","1","0x0.6","0x0.1","flag-bit","building_material","","vtable[47]"
"job_item_flags2","1","0x0.7","0x0.1","flag-bit","fire_safe","","vtable[48],1"
"job_item_flags2","1","0x1","0x0.1","flag-bit","magma_safe","","vtable[48],2"
"job_item_flags2","1","0x1.1","0x0.1","flag-bit","deep_material","","check for inorganic material flag DEEP"
"job_item_flags2","1","0x1.2","0x0.1","flag-bit","melt_designated","","check for item flag "melt""
"job_item_flags2","1","0x1.3","0x0.1","flag-bit","non_economic","","(call 0076be60)"
"job_item_flags2","1","0x1.4","0x0.1","flag-bit","allow_melt_dump","","item can be designated for melting or dumping"
"job_item_flags2","1","0x1.5","0x0.1","flag-bit","allow_artifact","","item can be artifact"
"job_item_flags2","1","0x1.6","0x0.1","flag-bit","plant","","check if material is a PLANT_MAT"
"job_item_flags2","1","0x1.7","0x0.1","flag-bit","silk","","check for material flag SILK"
"job_item_flags2","1","0x2","0x0.1","flag-bit","leather","","check for material flag LEATHER"
"job_item_flags2","1","0x2.1","0x0.1","flag-bit","bone","","check for material flag BONE"
"job_item_flags2","1","0x2.2","0x0.1","flag-bit","shell","","check for material flag SHELL"
"job_item_flags2","1","0x2.3","0x0.1","flag-bit","totemable","","vtable[158]"
"job_item_flags2","1","0x2.4","0x0.1","flag-bit","horn","","check for material flag HORN"
"job_item_flags2","1","0x2.5","0x0.1","flag-bit","pearl","","check for material flag PEARL"
"job_item_ref","0","0x0","0x10","struct-type","job_item_ref","",""
"job_item_ref","1","0x0","0x4","pointer","item","item",""
"job_item_ref","1","0x4","0x4","enum","role","",""
"job_item_ref","2","","","enum-item","?","0",""
"job_item_ref","2","","","enum-item","Reagent","1",""
"job_item_ref","2","","","enum-item","Hauled","2",""
"job_item_ref","2","","","enum-item","?","3",""
"job_item_ref","2","","","enum-item","?","4",""
"job_item_ref","2","","","enum-item","?","5",""
"job_item_ref","2","","","enum-item","TargetContainer","6",""
"job_item_ref","1","0x8","0x4","int32_t","is_fetching","","0 immediately once taken to be brought"
"job_item_ref","1","0xc","0x4","int32_t","job_item_idx","",""
"job_item_vector_id","0","0x0","0x4","enum-type","job_item_vector_id","",""
"job_item_vector_id","1","","","enum-item","ANY","0",""
"job_item_vector_id","1","","","enum-item","ANY_FREE","1",""
"job_item_vector_id","1","","","enum-item","ANY_ARTIFACT","2",""
"job_item_vector_id","1","","","enum-item","WEAPON","3",""
"job_item_vector_id","1","","","enum-item","ANY_WEAPON","4",""
"job_item_vector_id","1","","","enum-item","ANY_TRUE_ARMOR","5",""
"job_item_vector_id","1","","","enum-item","ANY_ARMOR_HELM","6",""
"job_item_vector_id","1","","","enum-item","ANY_ARMOR_SHOES","7",""
"job_item_vector_id","1","","","enum-item","SHIELD","8",""
"job_item_vector_id","1","","","enum-item","ANY_ARMOR_GLOVES","9",""
"job_item_vector_id","1","","","enum-item","ANY_ARMOR_PANTS","10",""
"job_item_vector_id","1","","","enum-item","QUIVER","11",""
"job_item_vector_id","1","","","enum-item","BACKPACK","12",""
"job_item_vector_id","1","","","enum-item","AMMO","13",""
"job_item_vector_id","1","","","enum-item","WOOD","14",""
"job_item_vector_id","1","","","enum-item","STONE","15",""
"job_item_vector_id","1","","","enum-item","ROCK","16",""
"job_item_vector_id","1","","","enum-item","ANY_REFUSE","17",""
"job_item_vector_id","1","","","enum-item","ANY_GOOD_FOOD","18",""
"job_item_vector_id","1","","","enum-item","ANY_GENERIC22","19",""
"job_item_vector_id","1","","","enum-item","ANY_GENERIC23","20",""
"job_item_vector_id","1","","","enum-item","ANY_GENERIC24","21",""
"job_item_vector_id","1","","","enum-item","ANY_GENERIC25","22",""
"job_item_vector_id","1","","","enum-item","ANY_GENERIC26","23",""
"job_item_vector_id","1","","","enum-item","ANY_GENERIC27","24",""
"job_item_vector_id","1","","","enum-item","ANY_GENERIC28","25",""
"job_item_vector_id","1","","","enum-item","ANY_GENERIC29","26",""
"job_item_vector_id","1","","","enum-item","ANY_GENERIC30","27",""
"job_item_vector_id","1","","","enum-item","ANY_GENERIC31","28",""
"job_item_vector_id","1","","","enum-item","ANY_CAN_ROT","29",""
"job_item_vector_id","1","","","enum-item","ANY_MURDERED","30",""
"job_item_vector_id","1","","","enum-item","ANY_DEAD_DWARF","31",""
"job_item_vector_id","1","","","enum-item","ANY_GENERIC35","32",""
"job_item_vector_id","1","","","enum-item","ANY_GENERIC36","33",""
"job_item_vector_id","1","","","enum-item","ANY_GENERIC37","34",""
"job_item_vector_id","1","","","enum-item","ANY_GENERIC38","35",""
"job_item_vector_id","1","","","enum-item","DOOR","36",""
"job_item_vector_id","1","","","enum-item","FLOODGATE","37",""
"job_item_vector_id","1","","","enum-item","HATCH_COVER","38",""
"job_item_vector_id","1","","","enum-item","GRATE","39",""
"job_item_vector_id","1","","","enum-item","CAGE","40",""
"job_item_vector_id","1","","","enum-item","FLASK","41",""
"job_item_vector_id","1","","","enum-item","WINDOW","42",""
"job_item_vector_id","1","","","enum-item","GOBLET","43",""
"job_item_vector_id","1","","","enum-item","INSTRUMENT","44",""
"job_item_vector_id","1","","","enum-item","TOY","45",""
"job_item_vector_id","1","","","enum-item","BUCKET","46",""
"job_item_vector_id","1","","","enum-item","BARREL","47",""
"job_item_vector_id","1","","","enum-item","CHAIN","48",""
"job_item_vector_id","1","","","enum-item","ANIMALTRAP","49",""
"job_item_vector_id","1","","","enum-item","BED","50",""
"job_item_vector_id","1","","","enum-item","CHAIR","51",""
"job_item_vector_id","1","","","enum-item","COFFIN","52",""
"job_item_vector_id","1","","","enum-item","TABLE","53",""
"job_item_vector_id","1","","","enum-item","STATUE","54",""
"job_item_vector_id","1","","","enum-item","BOX","55",""
"job_item_vector_id","1","","","enum-item","BIN","56",""
"job_item_vector_id","1","","","enum-item","ARMORSTAND","57",""
"job_item_vector_id","1","","","enum-item","WEAPONRACK","58",""
"job_item_vector_id","1","","","enum-item","CABINET","59",""
"job_item_vector_id","1","","","enum-item","ANVIL","60",""
"job_item_vector_id","1","","","enum-item","CATAPULTPARTS","61",""
"job_item_vector_id","1","","","enum-item","BALLISTAPARTS","62",""
"job_item_vector_id","1","","","enum-item","SIEGEAMMO","63",""
"job_item_vector_id","1","","","enum-item","TRAPPARTS","64",""
"job_item_vector_id","1","","","enum-item","ANY_WEBS","65",""
"job_item_vector_id","1","","","enum-item","ANY_ITEM_FLAG_800","66",""
"job_item_vector_id","1","","","enum-item","DRINK","67",""
"job_item_vector_id","1","","","enum-item","ANY_DRINK","68",""
"job_item_vector_id","1","","","enum-item","LIQUID_MISC","69",""
"job_item_vector_id","1","","","enum-item","POWDER_MISC","70",""
"job_item_vector_id","1","","","enum-item","ANY_GENERIC81","71",""
"job_item_vector_id","1","","","enum-item","ANY_GENERIC82","72",""
"job_item_vector_id","1","","","enum-item","VERMIN","73",""
"job_item_vector_id","1","","","enum-item","PET","74",""
"job_item_vector_id","1","","","enum-item","ANY_CRITTER","75",""
"job_item_vector_id","1","","","enum-item","COIN","76",""
"job_item_vector_id","1","","","enum-item","GLOB","77",""
"job_item_vector_id","1","","","enum-item","UNKNOWN_125","78",""
"job_item_vector_id","1","","","enum-item","ANY_MELT_DESIGNATED","79",""
"job_item_vector_id","1","","","enum-item","BAD","80",""
"job_item_vector_id","1","","","enum-item","TRAPCOMP","81",""
"job_item_vector_id","1","","","enum-item","BAR","82",""
"job_item_vector_id","1","","","enum-item","SMALLGEM","83",""
"job_item_vector_id","1","","","enum-item","BLOCKS","84",""
"job_item_vector_id","1","","","enum-item","ROUGH","85",""
"job_item_vector_id","1","","","enum-item","CORPSE","86",""
"job_item_vector_id","1","","","enum-item","FIGURINE","87",""
"job_item_vector_id","1","","","enum-item","AMULET","88",""
"job_item_vector_id","1","","","enum-item","SCEPTER","89",""
"job_item_vector_id","1","","","enum-item","CROWN","90",""
"job_item_vector_id","1","","","enum-item","RING","91",""
"job_item_vector_id","1","","","enum-item","EARRING","92",""
"job_item_vector_id","1","","","enum-item","BRACELET","93",""
"job_item_vector_id","1","","","enum-item","GEM","94",""
"job_item_vector_id","1","","","enum-item","CORPSEPIECE","95",""
"job_item_vector_id","1","","","enum-item","REMAINS","96",""
"job_item_vector_id","1","","","enum-item","MEAT","97",""
"job_item_vector_id","1","","","enum-item","FISH","98",""
"job_item_vector_id","1","","","enum-item","FISH_RAW","99",""
"job_item_vector_id","1","","","enum-item","SEEDS","100",""
"job_item_vector_id","1","","","enum-item","PLANT","101",""
"job_item_vector_id","1","","","enum-item","SKIN_TANNED","102",""
"job_item_vector_id","1","","","enum-item","LEAVES","103",""
"job_item_vector_id","1","","","enum-item","THREAD","104",""
"job_item_vector_id","1","","","enum-item","CLOTH","105",""
"job_item_vector_id","1","","","enum-item","TOTEM","106",""
"job_item_vector_id","1","","","enum-item","PANTS","107",""
"job_item_vector_id","1","","","enum-item","CHEESE","108",""
"job_item_vector_id","1","","","enum-item","FOOD","109",""
"job_item_vector_id","1","","","enum-item","BALLISTAARROWHEAD","110",""
"job_item_vector_id","1","","","enum-item","ARMOR","111",""
"job_item_vector_id","1","","","enum-item","SHOES","112",""
"job_item_vector_id","1","","","enum-item","HELM","113",""
"job_item_vector_id","1","","","enum-item","GLOVES","114",""
"job_list_link","0","0x0","0xc","struct-type","job_list_link","",""
"job_list_link","1","0x0","0x4","pointer","item","job",""
"job_list_link","1","0x4","0x4","pointer","prev","job_list_link",""
"job_list_link","1","0x8","0x4","pointer","next","job_list_link",""
"job_material_category","0","0x0","0x4","bitfield-type","job_material_category","",""
"job_material_category","1","0x0","0x0.1","flag-bit","plant","",""
"job_material_category","1","0x0.1","0x0.1","flag-bit","wood","",""
"job_material_category","1","0x0.2","0x0.1","flag-bit","cloth","",""
"job_material_category","1","0x0.3","0x0.1","flag-bit","silk","",""
"job_material_category","1","0x0.4","0x0.1","flag-bit","leather","",""
"job_material_category","1","0x0.5","0x0.1","flag-bit","bone","",""
"job_material_category","1","0x0.6","0x0.1","flag-bit","shell","",""
"job_material_category","1","0x0.7","0x0.1","flag-bit","wood2","",""
"job_material_category","1","0x1","0x0.1","flag-bit","soap","",""
"job_material_category","1","0x1.1","0x0.1","flag-bit","tooth","",""
"job_material_category","1","0x1.2","0x0.1","flag-bit","horn","",""
"job_material_category","1","0x1.3","0x0.1","flag-bit","pearl","",""
"job_material_category","1","0x1.4","0x0.1","flag-bit","yarn","",""
"job_skill","0","0x0","0x4","enum-type","job_skill","",""
"job_skill","1","","","enum-item","NONE","-1",""
"job_skill","1","","","enum-item","MINING","0",""
"job_skill","1","","","enum-item","WOODCUTTING","1",""
"job_skill","1","","","enum-item","CARPENTRY","2",""
"job_skill","1","","","enum-item","DETAILSTONE","3",""
"job_skill","1","","","enum-item","MASONRY","4",""
"job_skill","1","","","enum-item","ANIMALTRAIN","5",""
"job_skill","1","","","enum-item","ANIMALCARE","6",""
"job_skill","1","","","enum-item","DISSECT_FISH","7",""
"job_skill","1","","","enum-item","DISSECT_VERMIN","8",""
"job_skill","1","","","enum-item","PROCESSFISH","9",""
"job_skill","1","","","enum-item","BUTCHER","10",""
"job_skill","1","","","enum-item","TRAPPING","11",""
"job_skill","1","","","enum-item","TANNER","12",""
"job_skill","1","","","enum-item","WEAVING","13",""
"job_skill","1","","","enum-item","BREWING","14",""
"job_skill","1","","","enum-item","ALCHEMY","15",""
"job_skill","1","","","enum-item","CLOTHESMAKING","16",""
"job_skill","1","","","enum-item","MILLING","17",""
"job_skill","1","","","enum-item","PROCESSPLANTS","18",""
"job_skill","1","","","enum-item","CHEESEMAKING","19",""
"job_skill","1","","","enum-item","MILK","20",""
"job_skill","1","","","enum-item","COOK","21",""
"job_skill","1","","","enum-item","PLANT","22",""
"job_skill","1","","","enum-item","HERBALISM","23",""
"job_skill","1","","","enum-item","FISH","24",""
"job_skill","1","","","enum-item","SMELT","25",""
"job_skill","1","","","enum-item","EXTRACT_ADAMANTINE","26",""
"job_skill","1","","","enum-item","FORGE_WEAPON","27",""
"job_skill","1","","","enum-item","FORGE_ARMOR","28",""
"job_skill","1","","","enum-item","FORGE_FURNITURE","29",""
"job_skill","1","","","enum-item","CUTGEM","30",""
"job_skill","1","","","enum-item","ENCRUSTGEM","31",""
"job_skill","1","","","enum-item","WOODCRAFT","32",""
"job_skill","1","","","enum-item","STONECRAFT","33",""
"job_skill","1","","","enum-item","METALCRAFT","34",""
"job_skill","1","","","enum-item","GLASSMAKER","35",""
"job_skill","1","","","enum-item","ADAMANTINE_WORK","36",""
"job_skill","1","","","enum-item","ADAMANTINE_SMELT","37",""
"job_skill","1","","","enum-item","ADAMANTINE_WEAVE","38",""
"job_skill","1","","","enum-item","LEATHERWORK","39",""
"job_skill","1","","","enum-item","BONECARVE","40",""
"job_skill","1","","","enum-item","UNARMED","41",""
"job_skill","1","","","enum-item","AXE","42",""
"job_skill","1","","","enum-item","SWORD","43",""
"job_skill","1","","","enum-item","DAGGER","44",""
"job_skill","1","","","enum-item","MACE","45",""
"job_skill","1","","","enum-item","HAMMER","46",""
"job_skill","1","","","enum-item","SPEAR","47",""
"job_skill","1","","","enum-item","CROSSBOW","48",""
"job_skill","1","","","enum-item","SHIELD","49",""
"job_skill","1","","","enum-item","ARMOR","50",""
"job_skill","1","","","enum-item","SIEGECRAFT","51",""
"job_skill","1","","","enum-item","SIEGEOPERATE","52",""
"job_skill","1","","","enum-item","BOWYER","53",""
"job_skill","1","","","enum-item","PIKE","54",""
"job_skill","1","","","enum-item","WHIP","55",""
"job_skill","1","","","enum-item","BOW","56",""
"job_skill","1","","","enum-item","BLOWGUN","57",""
"job_skill","1","","","enum-item","THROW","58",""
"job_skill","1","","","enum-item","MECHANICS","59",""
"job_skill","1","","","enum-item","MAGIC_NATURE","60",""
"job_skill","1","","","enum-item","SNEAK","61",""
"job_skill","1","","","enum-item","DESIGNBUILDING","62",""
"job_skill","1","","","enum-item","WOOD_BURNING","63",""
"job_skill","1","","","enum-item","LYE_MAKING","64",""
"job_skill","1","","","enum-item","SOAP_MAKING","65",""
"job_skill","1","","","enum-item","POTASH_MAKING","66",""
"job_skill","1","","","enum-item","DYER","67",""
"job_type","0","0x0","0x4","enum-type","job_type","",""
"job_type","1","","","enum-item","CarveFortification","0",""
"job_type","1","","","enum-item","DetailWall","1",""
"job_type","1","","","enum-item","DetailFloor","2",""
"job_type","1","","","enum-item","Dig","3",""
"job_type","1","","","enum-item","FellTree","4",""
"job_type","1","","","enum-item","GatherPlants","5",""
"job_type","1","","","enum-item","CollectWebs","6",""
"job_type","1","","","enum-item","BringItemToDepot","7",""
"job_type","1","","","enum-item","BringItemToShop","8",""
"job_type","1","","","enum-item","Eat","9",""
"job_type","1","","","enum-item","GetProvisions","10",""
"job_type","1","","","enum-item","Drink","11",""
"job_type","1","","","enum-item","Drink2","12",""
"job_type","1","","","enum-item","FillWaterskin","13",""
"job_type","1","","","enum-item","Sleep","14",""
"job_type","1","","","enum-item","CollectSand","15",""
"job_type","1","","","enum-item","Fish","16",""
"job_type","1","","","enum-item","Hunt","17",""
"job_type","1","","","enum-item","HuntVermin","18",""
"job_type","1","","","enum-item","Kidnap","19",""
"job_type","1","","","enum-item","BeatCriminal","20",""
"job_type","1","","","enum-item","StartingFistFight","21",""
"job_type","1","","","enum-item","CollectTaxes","22",""
"job_type","1","","","enum-item","GuardTaxCollector","23",""
"job_type","1","","","enum-item","CatchLiveLandAnimal","24",""
"job_type","1","","","enum-item","CatchLiveFish","25",""
"job_type","1","","","enum-item","ReturnKill","26",""
"job_type","1","","","enum-item","CheckChest","27",""
"job_type","1","","","enum-item","StoreOwnedItem","28",""
"job_type","1","","","enum-item","PlaceItemInTomb","29",""
"job_type","1","","","enum-item","StoreItemInStockpile","30",""
"job_type","1","","","enum-item","StoreItemInBag","31",""
"job_type","1","","","enum-item","StoreItemInChest","32",""
"job_type","1","","","enum-item","StoreItemInCabinet","33",""
"job_type","1","","","enum-item","StoreWeapon","34",""
"job_type","1","","","enum-item","StoreArmor","35",""
"job_type","1","","","enum-item","StoreItemInBarrel","36",""
"job_type","1","","","enum-item","StoreItemInBin","37",""
"job_type","1","","","enum-item","SeekArtifact","38",""
"job_type","1","","","enum-item","SeekInfant","39",""
"job_type","1","","","enum-item","AttendParty","40",""
"job_type","1","","","enum-item","ArcheryPractice","41",""
"job_type","1","","","enum-item","Sparring","42",""
"job_type","1","","","enum-item","GoShopping","43",""
"job_type","1","","","enum-item","GoShopping2","44",""
"job_type","1","","","enum-item","Clean","45",""
"job_type","1","","","enum-item","Rest","46",""
"job_type","1","","","enum-item","PickupEquipment","47",""
"job_type","1","","","enum-item","ChasmItem","48",""
"job_type","1","","","enum-item","StrangeMoodCrafter","49",""
"job_type","1","","","enum-item","StrangeMoodJeweller","50",""
"job_type","1","","","enum-item","StrangeMoodForge","51",""
"job_type","1","","","enum-item","StrangeMoodMagmaForge","52",""
"job_type","1","","","enum-item","StrangeMoodBrooding","53",""
"job_type","1","","","enum-item","StrangeMoodFell","54",""
"job_type","1","","","enum-item","StrangeMoodCarpenter","55",""
"job_type","1","","","enum-item","StrangeMoodMason","56",""
"job_type","1","","","enum-item","StrangeMoodBowyer","57",""
"job_type","1","","","enum-item","StrangeMoodTanner","58",""
"job_type","1","","","enum-item","StrangeMoodWeaver","59",""
"job_type","1","","","enum-item","StrangeMoodGlassmaker","60",""
"job_type","1","","","enum-item","StrangeMoodMechanics","61",""
"job_type","1","","","enum-item","ConstructBuilding","62",""
"job_type","1","","","enum-item","ConstructDoor","63",""
"job_type","1","","","enum-item","ConstructFloodgate","64",""
"job_type","1","","","enum-item","ConstructBed","65",""
"job_type","1","","","enum-item","ConstructThrone","66",""
"job_type","1","","","enum-item","ConstructCoffin","67",""
"job_type","1","","","enum-item","ConstructTable","68",""
"job_type","1","","","enum-item","ConstructChest","69",""
"job_type","1","","","enum-item","ConstructBin","70",""
"job_type","1","","","enum-item","ConstructArmorStand","71",""
"job_type","1","","","enum-item","ConstructWeaponRack","72",""
"job_type","1","","","enum-item","ConstructCabinet","73",""
"job_type","1","","","enum-item","ConstructStatue","74",""
"job_type","1","","","enum-item","ConstructBlocks","75",""
"job_type","1","","","enum-item","MakeRawGlass","76",""
"job_type","1","","","enum-item","MakeCrafts","77",""
"job_type","1","","","enum-item","MintCoins","78",""
"job_type","1","","","enum-item","CutGems","79",""
"job_type","1","","","enum-item","CutGlass","80",""
"job_type","1","","","enum-item","EncrustWithGems","81",""
"job_type","1","","","enum-item","EncrustWithGlass","82",""
"job_type","1","","","enum-item","DestroyBuilding","83",""
"job_type","1","","","enum-item","SmeltOre","84",""
"job_type","1","","","enum-item","MeltMetalObject","85",""
"job_type","1","","","enum-item","ExtractStrands","86",""
"job_type","1","","","enum-item","TanAHide","87",""
"job_type","1","","","enum-item","PlantSeeds","88",""
"job_type","1","","","enum-item","HarvestPlants","89",""
"job_type","1","","","enum-item","TrainHuntingAnimal","90",""
"job_type","1","","","enum-item","TrainWarAnimal","91",""
"job_type","1","","","enum-item","MakeWeapon","92",""
"job_type","1","","","enum-item","ForgeAnvil","93",""
"job_type","1","","","enum-item","ConstructCatapultParts","94",""
